Sentence,Sentiment
Stora Enso 's target has been cut to EUR 4.85 from EUR 5.55 and Holmen 's target -- to SEK 135 from SEK 150 .,neutral
ARM Holdings plc Partners With International Business Machines Corp. To Drive ...,positive
Each year the dividend is deducted from the subscription price .,neutral
Market Report: Aviva tops the market as traders approve of its choice of Friends,positive
"Paper companies were in negative territories , with Stora Enso R shedding 1.62 pct to 12.73 eur , UPM-Kymmene down 0.80 pct at 18.64 eur and M-real B 0.18 pct lower at 5.57 eur .",negative
End Of Day Scan: Stochastic Overbought $JDST $FREE $BLRX $LPG $AFSI $DVAX $HDGE $AHT $ALR $ASMB  www.dailystockplays.com,negative
"Konecranes Oyj KCR1V FH fell 5.5 percent to 20.51 euros , the biggest fall since June .",negative
"`` After a long , unprofitable period the Food Division posted a profitable result , which speaks of a healthier cost structure and a new approach in business operations , '' Rihko said .",positive
UPM-Kymmene said its has ` not indicated any interest in any domestic consolidations ' .,neutral
"Kaido Kaare , general director for Atria Eesti , says the company 's investments in the upgrade of the pig farms surpass EEK 150mn EUR 9.59 mn USD 14.19 mn in the past years .",positive
Tielinja generated net sales of 7.5 mln euro $ 9.6 mln in 2005 .,neutral
"Turun kaupunkin , Finland based company has awarded contract to Lemminkainen Talotekniikka Oy for electrical installation work .",positive
"The one dark spot on the horizon , however , was the company 's performance in the Finnish bottled water market .",negative
He said he has been losing five families a month to the economy as many make alternative arrangements to save money .,negative
At CapMan Haavisto will be responsible for Group Finances and Accounting and IT .,neutral
"On top of that , the US Commerce Department published worse-than-expected construction spending figures for November .",neutral
"When dialing in , the participants should quote 877417 as conference ID .",neutral
"Revenue in July to September grew 14 percent to ( EURO ) 467 million from a year earlier , the company said Thursday .",positive
"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .",negative
Device volume in the area decreased by 21 % to 2.7 mn units .,negative
"Currently , the company foresees its pre-tax profit to remain below the 2009 level when it reached EUR 700,000 USD 934,000 , compared with previous projections of a slightly better pre-tax profit .",negative
BM4 middle layer headbox will be equipped with a dilution control system .,neutral
The Finnish daily Kauppalehti surmises that Finnish supplier Rautaruukki has raised its prices above Aker 's comfort zone .,neutral
UPDATE 1-Lloyds to cut 945 jobs as part of 3-year restructuring plan,negative
$ISRG Break out confirmed. Bought Leaps. Good trading!,positive
"Nokia bought Chicago-based Navteq in 2008 , acquiring a maps database to compete with Google s maps as well as with navigation device companies such as TomTom NV and Garmin Ltd. .",positive
Keith Skeoch to step up as David Nish quits as chief executive of Standard Life,neutral
"The apartment block will be well-located , in easy reach of the city center and close to both a school and kindergarten .",positive
21 October 2010 - Finnish fishing tackle company Rapala VMC Corp ( HEL : RAP1V ) said today its net profit rose to EUR18 .9 m for the first nine months of 2010 from EUR15 .1 m for the same period a year earlier .,positive
"`` Beyond the improved voice capabilities , customers now have a streamlined way to comply with recalls and other traceability requirements , providing them with a competitive advantage .",positive
"SSH COMMUNICATIONS SECURITY CORP STOCK EXCHANGE RELEASE OCTOBER 14 , 2008 AT 2:45 PM The Company updates its full year outlook and estimates its results to remain at loss for the full year .",negative
The value of the order is USD 2.2 mn .,neutral
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",positive
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive
"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .",negative
"Because the application can be considered as a hacking application , it is classified by F-Secure as riskware .",neutral
"OUTOTEC OYJ PRESS RELEASE , FEBRUARY 19 , 2008 AT 11.00 AM Outotec has won two large minerals processing technology orders from Mirabela Mineracao do Brasil Ltda , Brazil and from Cumerio Med JSCo , Bulgaria .",positive
A merger between UPM and Finnish-Swedish Stora Enso is not likely either .,neutral
- Counter your competitor 's strengths and target their weaknesses .,neutral
The negotiations will concern the plant 's department producing winded roving that employs 10 people .,neutral
The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR93 .9 m as given in the interim report on 5 August 2009 .,negative
"Konecranes has previously communicated an estimated reduction of about 1,600 employees on group level in 2009 .",negative
Pretax loss totaled EUR 117mn compared to a loss of EUR 65mn in the corresponding period .,negative
The personnel s expertise and high level of technology play a major role in Exel Composites operations .,neutral
The company said that its comparable operating profit for the January-June period fell short of last year 's corresponding performance .,neutral
The trade is in accordance with the agreement announced on 26 March 2008 .,neutral
30 November 2009 - Finnish office furniture maker Martela Oyj HEL : MARAS said today that it will make redundant three people and other nine will be laid off permanently from the company 's office staff and factory workers .,negative
RT @Street_Insider The Steve Jobs Effect? Apple $AAPL First Day iPhone 4S Sales Were Off the Charts http://stks.co/YYe,positive
"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .",negative
"Saudi Aramco, Shell plan to break up Motiva, divide up assets",negative
Reported operating margin was a negative 5.9 % .,negative
Rivals say Qualcomm has fewer patents on 3G phones than on earlier versions and should lower its rates .,negative
Finnlines has six ships under construction in China with deliveries scheduled between the first quarter of 2011 and the final quarter of 2012 .,neutral
The Group 's order portfolio decreased from EUR 42.9 mn in 9-2007 to EUR 33.3 mn in 2-2008 .,negative
"Only the driver was left in the car with the suspect , who was kidnapped and forced at gunpoint to drive to Durham .",negative
"Finnish Metso Paper has won an order to supply an uncoated fine paper machine to MCC Paper Yinhe , in China .",positive
Peer Peugeot fell 0.81 pct as its sales rose only 6.3 pct from the same period last year .,negative
Chief executive officer Olli-Pekka Kallasvuo 's changes on Tuesday mark the third time in nine months the company has reshuffled executives and operations as Nokia loses ground to Apple 's iPhone and RIM 's BlackBerry .,negative
Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,negative
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral
"Ackman, in email, says supports Valeant CEO Pearson",positive
"As a result of these transactions , the aggregate holdings of Burrill Life Sciences Capital Fund , L.P. has decreased below 5 per cent of the total number of shares and votes of the Company .",negative
"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .",negative
"While the company did not indicate the level of investment in the unit , it said that has purchased the equipment of Nokia Corporation 's mobile phone R&D laboratory in Jyvaeskylae .",neutral
"Protalix closed at $ 10.71 on Friday on the American Stock Exchange , giving a market cap of $ 827 million .",neutral
